PlayerSum,DealerShow,UsableAce,Value
19.0,5.0,1.0,-0.26666666666666666
19.0,6.0,0.0,-0.4174757281553398
19.0,6.0,1.0,-0.5294117647058824
19.0,7.0,0.0,-0.49107142857142855
19.0,7.0,1.0,-0.25
19.0,8.0,0.0,-0.42857142857142855
19.0,8.0,1.0,0.0
19.0,9.0,0.0,-0.6635514018691588
19.0,9.0,1.0,-0.7272727272727273
19.0,10.0,0.0,-0.5701149425287356
19.0,10.0,1.0,-0.5909090909090909
20.0,1.0,0.0,0.058823529411764705
20.0,1.0,1.0,0.2777777777777778
20.0,2.0,0.0,0.6729559748427673
20.0,2.0,1.0,0.4
20.0,3.0,0.0,0.6758620689655173
20.0,3.0,1.0,0.0
20.0,4.0,0.0,0.7194244604316546
20.0,4.0,1.0,0.7142857142857143
20.0,5.0,0.0,0.6890243902439024
20.0,5.0,1.0,0.7142857142857143
20.0,6.0,0.0,0.6597222222222222
20.0,6.0,1.0,0.3684210526315789
20.0,7.0,0.0,0.86875
20.0,7.0,1.0,0.7777777777777778
20.0,8.0,0.0,0.8980891719745223
20.0,8.0,1.0,0.5454545454545454
20.0,9.0,0.0,0.7734375
20.0,9.0,1.0,0.875
20.0,10.0,0.0,0.46410684474123537
20.0,10.0,1.0,0.5076923076923077
21.0,1.0,0.0,0.618421052631579
21.0,1.0,1.0,0.6666666666666666
21.0,2.0,0.0,0.7974683544303798
21.0,2.0,1.0,0.975
21.0,3.0,0.0,0.8108108108108109
21.0,3.0,1.0,0.8793103448275862
21.0,4.0,0.0,0.9324324324324325
21.0,4.0,1.0,0.9387755102040817
21.0,5.0,0.0,0.8536585365853658
21.0,5.0,1.0,0.9090909090909091
21.0,6.0,0.0,0.9090909090909091
21.0,6.0,1.0,0.9411764705882353
21.0,7.0,0.0,0.9178082191780822
21.0,7.0,1.0,0.9722222222222222
21.0,8.0,0.0,0.9629629629629629
21.0,8.0,1.0,0.8717948717948718
21.0,9.0,0.0,0.9384615384615385
21.0,9.0,1.0,0.94
21.0,10.0,0.0,0.893687707641196
21.0,10.0,1.0,0.8859060402684564
